3 2.55567 2.13037 1.74312 1.41296 1.15891 1 0.954751 1.03964 1.27064 1.66372 2.23485 3 3.95403 5.00736 6.04931 6.96919 7.65632 8 7.9282 7.5235 6.9071 6.20024 5.52413 5 4.72205 4.67643 4.82228 5.11873 5.52493 6 6.49842 6.95597 7.30378 7.47297 7.39467 7 6.25188 5.24044 4.08761 2.9153 1.84546 1 0.470912 0.230418 0.220798 0.384334 0.663308 1 
2.57387 2.16186 1.7788 1.45361 1.21525 1.09265 1.11475 1.30252 1.64504 2.12343 2.7188 3.41227 4.18493 5.00988 5.82802 6.57222 7.17536 7.57031 7.68993 7.49549 7.06172 6.49176 5.88873 5.35576 4.99597 4.88529 4.99084 5.25253 5.61028 6.004 6.37362 6.66539 6.85092 6.90817 6.81509 6.54964 6.08978 5.43101 4.63912 3.79743 2.98926 2.29794 1.80681 1.57744 1.58432 1.78021 2.11786 2.55001 3.02942 
2.16364 1.78899 1.45214 1.19086 1.04295 1.0462 1.2384 1.64254 2.22246 2.92723 3.70587 4.50746 5.28102 5.97977 6.57346 7.036 7.34131 7.4633 7.37588 7.07147 6.61659 6.09624 5.59545 5.19925 4.99264 5.03374 5.27302 5.63404 6.04037 6.41557 6.68319 6.78302 6.71962 6.51382 6.18639 5.75815 5.24988 4.68671 4.11104 3.56962 3.10918 2.77645 2.61817 2.66715 2.90043 3.28118 3.77252 4.33758 4.93951 
1.78523 1.45801 1.1753 0.981617 0.921471 1.03938 1.37984 1.96707 2.74394 3.63303 4.55693 5.4382 6.19942 6.77772 7.16845 7.38152 7.42683 7.31431 7.05385 6.66486 6.20473 5.74036 5.33863 5.06644 4.99068 5.15258 5.49073 5.91808 6.34756 6.69211 6.86467 6.80195 6.53584 6.12199 5.61607 5.07373 4.55063 4.09551 3.72944 3.46657 3.32105 3.30702 3.43863 3.72323 4.14098 4.66526 5.26944 5.92687 6.61094 
1.45455 1.18985 0.973194 0.852634 0.876216 1.09199 1.54799 2.26836 3.18148 4.19186 5.20396 6.12227 6.85128 7.31777 7.53777 7.54964 7.39171 7.10233 6.71985 6.28433 5.84278 5.44393 5.13649 4.96921 4.9908 5.22702 5.61176 6.05591 6.4704 6.76612 6.85399 6.67286 6.27333 5.73396 5.13331 4.54992 4.06235 3.73398 3.56757 3.55066 3.67083 3.91566 4.27272 4.72887 5.26818 5.87401 6.52975 7.21875 7.92438 
1.1875 1.00545 0.870729 0.830667 0.932596 1.22385 1.75175 2.53867 3.50713 4.55471 5.57896 6.47745 7.14775 7.51395 7.60621 7.48124 7.19573 6.80638 6.3699 5.93861 5.54739 5.22677 5.00727 4.91939 4.99367 5.24226 5.60385 5.9988 6.34743 6.57009 6.58712 6.34638 5.90584 5.35098 4.76729 4.24026 3.85536 3.67869 3.69865 3.88425 4.20451 4.62842 5.12499 5.66725 6.24423 6.84899 7.47459 8.11408 8.76051 
1 0.925759 0.892816 0.942471 1.11602 1.45476 2 2.77025 3.6929 4.67259 5.61392 6.42152 7 7.28029 7.29853 7.11718 6.79867 6.40546 6 5.63637 5.33519 5.10871 4.96918 4.92886 5 5.18349 5.43479 5.69799 5.9172 6.0365 6 5.77319 5.40713 4.97432 4.54721 4.19828 4 4.00617 4.19593 4.52973 4.96804 5.47131 6 6.52156 7.03136 7.53176 8.02509 8.51372 9 
0.90593 0.966161 1.05582 1.20435 1.44116 1.7957 2.29739 2.9586 3.7235 4.51916 5.27269 5.91118 6.36172 6.57259 6.57677 6.42845 6.18179 5.89097 5.61016 5.38354 5.21529 5.0996 5.03066 5.00266 5.00978 5.04438 5.09151 5.13438 5.15619 5.14015 5.06948 4.9365 4.76991 4.60755 4.48724 4.44679 4.52403 4.74432 5.08313 5.50348 5.96838 6.44083 6.88385 7.26846 7.59772 7.8827 8.13447 8.3641 8.58266 
0.911103 1.11984 1.34194 1.59079 1.87974 2.22217 2.63145 3.11223 3.6343 4.15873 4.64657 5.05891 5.35682 5.51364 5.55193 5.50651 5.41221 5.30388 5.21633 5.17488 5.16672 5.16951 5.16092 5.11861 5.02025 4.85246 4.63766 4.40724 4.19257 4.02504 3.93603 3.94987 4.06268 4.26353 4.5415 4.88565 5.28506 5.72629 6.1859 6.63792 7.0564 7.41538 7.68891 7.85845 7.93514 7.93756 7.88428 7.79386 7.68487 
1.01931 1.37441 1.72482 2.06583 2.39274 2.70085 2.98547 3.24288 3.47338 3.67823 3.85873 4.01614 4.15174 4.26802 4.37225 4.47293 4.57854 4.69755 4.83846 5.00238 5.16097 5.27854 5.31936 5.24773 5.02796 4.64369 4.15604 3.64547 3.19246 2.87748 2.781 2.95942 3.37288 3.95742 4.6491 5.38398 6.09812 6.73657 7.28034 7.71946 8.04395 8.24383 8.30912 8.23551 8.04142 7.75094 7.38818 6.97723 6.54218 
1.23433 1.71752 2.17811 2.59352 2.94116 3.19842 3.34272 3.3623 3.28879 3.16464 3.03231 2.93426 2.91294 3.00028 3.18601 3.4493 3.76935 4.12535 4.49648 4.85802 5.16956 5.38678 5.46539 5.36105 5.02946 4.45407 3.72945 2.97797 2.32195 1.88376 1.78574 2.11128 2.78796 3.70438 4.74916 5.81092 6.77827 7.55962 8.14258 8.53454 8.74289 8.77505 8.63841 8.34362 7.91432 7.37742 6.75982 6.08842 5.39012 
1.55997 2.13678 2.67547 3.1379 3.48597 3.68153 3.68647 3.48223 3.12859 2.70489 2.29048 1.96469 1.80688 1.875 2.14143 2.55719 3.07326 3.64065 4.21035 4.73377 5.16396 5.45436 5.55841 5.42957 5.02129 4.31957 3.44073 2.53364 1.74717 1.23021 1.13162 1.55158 2.39536 3.51957 4.78078 6.03558 7.14055 7.97994 8.54873 8.86956 8.96507 8.85791 8.57073 8.12676 7.55163 6.87158 6.11284 5.30164 4.46421 
2 2.61982 3.19053 3.66302 3.98816 4.11686 4 3.61443 3.04086 2.38595 1.7564 1.25885 1 1.05672 1.38679 1.91817 2.57885 3.2968 4 4.62164 5.11569 5.44137 5.55785 5.42433 5 4.27618 3.37266 2.44137 1.63421 1.10312 1 1.42643 2.28255 3.41817 4.68309 5.9271 7 7.782 8.27491 8.51095 8.52234 8.34128 8 7.5289 6.95113 6.28802 5.5609 4.79112 4 
2.54778 3.14822 3.6948 4.13365 4.4109 4.47269 4.26515 3.76346 3.05889 2.27176 1.52239 0.931094 0.618187 0.669514 1.03303 1.62222 2.35057 3.13157 3.87869 4.51542 5.00523 5.32161 5.43804 5.32797 4.96491 4.34783 3.57785 2.78157 2.08563 1.61664 1.50122 1.82395 2.50128 3.40761 4.41734 5.40489 6.24464 6.83756 7.19077 7.33794 7.31276 7.14889 6.88002 6.53618 6.1329 5.68206 5.19556 4.68528 4.16311 
3.15491 3.67937 4.15116 4.51759 4.726 4.7237 4.45803 3.90519 3.15702 2.3342 1.55746 0.94751 0.625048 0.675351 1.04194 1.6329 2.35632 3.12028 3.83287 4.41626 4.849 5.12374 5.23312 5.16978 4.92636 4.51028 3.988 3.44075 2.94978 2.59631 2.46157 2.60023 2.96061 3.46446 4.03353 4.58957 5.05433 5.36743 5.53997 5.60093 5.57926 5.50396 5.40397 5.30333 5.20628 5.11208 5.02004 4.92942 4.83952 
3.76254 4.1646 4.52033 4.78339 4.90746 4.8462 4.55328 4.00833 3.29482 2.52216 1.79979 1.23714 0.943621 0.995708 1.33801 1.88217 2.53985 3.22268 3.84232 4.32715 4.67241 4.89009 4.99217 4.99064 4.89748 4.72722 4.5046 4.25691 4.01145 3.79549 3.63634 3.55333 3.5339 3.55754 3.60376 3.65205 3.68189 3.67971 3.65974 3.64312 3.65101 3.70455 3.8249 4.02725 4.30291 4.6372 5.01548 5.42308 5.84534 
4.31183 4.55525 4.76304 4.89959 4.92928 4.81649 4.52559 4.04157 3.43187 2.78451 2.18755 1.72901 1.49695 1.55206 1.84572 2.30198 2.84489 3.39848 3.88682 4.25105 4.50085 4.663 4.76428 4.83148 4.89138 4.96236 5.02914 5.06806 5.05543 4.96757 4.78082 4.48131 4.09452 3.65571 3.20019 2.76324 2.38013 2.0825 1.88727 1.80773 1.85713 2.04875 2.39586 2.90483 3.55443 4.31654 5.16302 6.06576 6.99663 
4.74393 4.80264 4.84002 4.83474 4.76546 4.61086 4.34961 3.97361 3.52774 3.07013 2.6589 2.35217 2.20806 2.26587 2.48956 2.82429 3.2152 3.60742 3.94612 4.19096 4.35975 4.48482 4.59853 4.7332 4.92118 5.1794 5.46312 5.71221 5.86652 5.86592 5.65028 5.18226 4.51584 3.72781 2.89495 2.09405 1.4019 0.883883 0.559777 0.437952 0.526778 0.834629 1.36988 2.13294 3.09249 4.20921 5.44381 6.757 8.10949 
5 4.85812 4.71199 4.55737 4.38999 4.20562 4 3.77313 3.54201 3.32789 3.15202 3.03564 3 3.05861 3.19402 3.38105 3.59452 3.80923 4 4.14984 4.27449 4.3979 4.54399 4.73671 5 5.34204 5.70801 6.02736 6.22952 6.24392 6 5.45423 4.67123 3.74266 2.76016 1.81539 1 0.391956 0.0144548 -0.122998 -0.0108957 0.360268 1 1.9085 3.04872 4.37433 5.83898 7.39632 9 
5.04182 4.69564 4.36404 4.06163 3.80298 3.60268 3.47533 3.42969 3.45115 3.51932 3.61376 3.71405 3.79979 3.85596 3.88915 3.91139 3.93469 3.97106 4.03251 4.12887 4.26129 4.42872 4.63011 4.86441 5.13059 5.41986 5.69247 5.90092 5.99772 5.93537 5.66638 5.16313 4.47746 3.68106 2.84565 2.04294 1.34462 0.813575 0.47728 0.354384 0.463536 0.82338 1.45256 2.35863 3.50468 4.84272 6.32475 7.90278 9.52881 
4.91369 4.3796 3.87867 3.44406 3.10893 2.90645 2.86978 3.01615 3.29915 3.65642 4.02562 4.34439 4.5504 4.60036 4.52724 4.38309 4.21993 4.08982 4.04478 4.12204 4.29954 4.54039 4.80772 5.06465 5.2743 5.40598 5.45373 5.4178 5.29842 5.09583 4.81027 4.44619 4.02481 3.5716 3.112 2.67145 2.27541 1.95065 1.7293 1.64481 1.73063 2.02023 2.54706 3.33147 4.34146 5.5319 6.85768 8.27369 9.73481 
4.68053 3.99702 3.36272 2.82681 2.43848 2.24695 2.3014 2.62626 3.14688 3.76386 4.37778 4.88922 5.19878 5.23848 5.06615 4.77109 4.44256 4.16986 4.04225 4.12152 4.35941 4.68017 5.00805 5.26728 5.38211 5.29937 5.05619 4.7123 4.32743 3.9613 3.67362 3.50844 3.44699 3.45481 3.49744 3.54044 3.54934 3.50384 3.44032 3.40928 3.46124 3.64673 4.01627 4.60544 5.39008 6.33109 7.3894 8.52588 9.70147 
4.40724 3.63493 2.92305 2.33202 1.92226 1.7542 1.88826 2.35372 3.05524 3.8663 4.66043 5.31112 5.69187 5.71695 5.46373 5.05033 4.59488 4.2155 4.03033 4.11948 4.4111 4.79533 5.16229 5.40214 5.40501 5.09902 4.56424 3.91873 3.28055 2.76775 2.49839 2.55496 2.87768 3.37123 3.94026 4.48943 4.92342 5.17384 5.28015 5.3088 5.3262 5.39878 5.59297 5.95891 6.48154 7.12953 7.87153 8.67622 9.51225 
4.15876 3.38035 2.66652 2.08183 1.69087 1.55822 1.74844 2.29227 3.08509 3.9884 4.86375 5.57265 5.97663 5.98245 5.67785 5.19578 4.66921 4.23111 4.01444 4.10811 4.42479 4.8331 5.20166 5.39908 5.29398 4.80392 4.04228 3.1714 2.35359 1.75119 1.52653 1.79079 2.45058 3.36139 4.37869 5.35795 6.15464 6.66129 6.91862 7.00439 6.99636 6.97229 7.00996 7.17028 7.44685 7.81642 8.25573 8.74154 9.2506 
4 3.32029 2.69997 2.1984 1.87496 1.78903 2 2.53563 3.29731 4.15481 4.97791 5.63638 6 5.98161 5.66634 5.18236 4.65785 4.221 4 4.07957 4.37066 4.74076 5.05736 5.18794 5 4.41305 3.55471 2.6046 1.74236 1.14761 1 1.42099 2.29938 3.46584 4.751 5.9855 7 7.66689 8.02553 8.15704 8.14255 8.06316 8 8.01795 8.11702 8.28099 8.49362 8.7387 9 
3.97473 3.50919 3.08728 2.75263 2.54886 2.51961 2.70851 3.13542 3.72516 4.3788 4.99737 5.48194 5.73357 5.68655 5.40816 4.99892 4.55935 4.18997 3.99129 4.02905 4.22983 4.48541 4.68757 4.72812 4.49884 3.93639 3.15702 2.32183 1.59194 1.12846 1.0925 1.59152 2.51826 3.71182 5.01129 6.25574 7.28427 7.97513 8.36324 8.52269 8.52756 8.45194 8.36991 8.34134 8.36917 8.44212 8.54891 8.67826 8.81889 
4.04216 3.87109 3.72041 3.61052 3.56181 3.59468 3.72953 3.97483 4.29137 4.62802 4.93367 5.15718 5.24742 5.17116 4.96661 4.68991 4.39717 4.14449 3.988 3.96368 4.02706 4.11352 4.15845 4.09726 3.86532 3.42783 2.86913 2.30334 1.84459 1.60701 1.70474 2.21199 3.04335 4.07348 5.17707 6.22879 7.10331 7.70591 8.06432 8.23686 8.28187 8.25768 8.2226 8.22395 8.26484 8.33737 8.43363 8.5457 8.66568 
4.14035 4.29744 4.44833 4.58684 4.70677 4.80193 4.86613 4.89494 4.89101 4.85876 4.80261 4.72697 4.63628 4.53477 4.42609 4.31368 4.201 4.09151 3.98868 3.89361 3.79806 3.69143 3.56312 3.40254 3.19907 2.95226 2.70206 2.49856 2.39185 2.43203 2.66916 3.13292 3.77125 4.51168 5.28172 6.00891 6.62077 7.06297 7.35389 7.53003 7.62792 7.68407 7.73502 7.81032 7.9117 8.03396 8.17187 8.32022 8.47379 
4.20734 4.67969 5.12003 5.49637 5.7767 5.92904 5.92136 5.73683 5.41918 5.02727 4.62 4.25623 3.99485 3.87675 3.87097 3.92855 4.00053 4.03795 3.99187 3.82898 3.57854 3.28548 2.9947 2.75114 2.5997 2.57454 2.66683 2.85694 3.12528 3.45224 3.81821 4.20482 4.59858 4.98726 5.3586 5.70035 6.00027 6.25004 6.45705 6.63263 6.78812 6.93483 7.0841 7.24497 7.41742 7.59912 7.78776 7.98103 8.17661 
4.18121 4.90929 5.58447 6.15386 6.56456 6.76367 6.6983 6.34161 5.77097 5.08984 4.40165 3.80984 3.41785 3.29644 3.38566 3.59288 3.82545 3.99075 3.99613 3.77991 3.40419 2.96198 2.54632 2.25025 2.1668 2.35957 2.77446 3.32792 3.93641 4.5164 4.98434 5.2782 5.42196 5.46109 5.44106 5.40737 5.40547 5.47085 5.59893 5.77514 5.9849 6.21364 6.44678 6.67245 6.88965 7.10006 7.30538 7.50731 7.70754 
4 4.87769 5.69064 6.37409 6.8633 7.09352 7 6.55034 5.84148 5.00273 4.16337 3.45269 3 2.89318 3.05455 3.365 3.70546 3.95682 4 3.75656 3.3107 2.78727 2.31111 2.00707 2 2.37223 3.03597 3.86093 4.71679 5.47325 6 6.2036 6.138 5.89402 5.56248 5.2342 5 4.92913 5.00464 5.18799 5.44069 5.7242 6 6.23729 6.43605 6.604 6.74884 6.87827 7 
3.62405 4.51359 5.33838 6.03368 6.53476 6.77687 6.69526 6.25772 5.56214 4.73892 3.91849 3.23124 2.8076 2.73582 2.93564 3.28463 3.66035 3.9404 4.00234 3.76647 3.32397 2.80874 2.35469 2.09572 2.16573 2.65109 3.44808 4.40547 5.37199 6.19642 6.72749 6.85853 6.66103 6.25109 5.74475 5.25809 4.90719 4.77905 4.84452 5.04536 5.32337 5.62031 5.87798 6.05056 6.14188 6.16822 6.1458 6.09088 6.01971 
3.10283 3.89459 4.63099 5.25667 5.71627 5.95443 5.9158 5.57289 5.00975 4.33829 3.67044 3.11812 2.79324 2.77123 2.98149 3.31691 3.67041 3.93488 4.00322 3.80676 3.43056 2.99807 2.63279 2.45819 2.59773 3.12954 3.95028 4.91125 5.86375 6.65908 7.14854 7.2286 6.97634 6.51401 5.96387 5.44816 5.08913 4.9765 5.06985 5.29623 5.58268 5.85626 6.04401 6.08954 6.00276 5.81012 5.53809 5.21313 4.86171 
2.50808 3.13556 3.72264 4.22893 4.61403 4.83755 4.85909 4.6586 4.29747 3.85742 3.42019 3.06752 2.88112 2.91576 3.11823 3.40837 3.70601 3.93095 4.00304 3.872 3.60722 3.308 3.07362 3.00339 3.19659 3.71468 4.46775 5.32805 6.16782 6.8593 7.27474 7.32644 7.08691 6.6687 6.18437 5.74649 5.4676 5.42778 5.57713 5.83328 6.11384 6.33642 6.41865 6.29807 5.99186 5.53717 4.97111 4.3308 3.65337 
1.91153 2.35134 2.76751 3.13636 3.43426 3.63755 3.72258 3.67759 3.53844 3.35289 3.1687 3.03362 2.99542 3.08577 3.27205 3.50554 3.73753 3.91931 4.00218 3.95672 3.83072 3.69125 3.60539 3.64024 3.86287 4.3136 4.92569 5.60564 6.25995 6.79512 7.11766 7.16467 6.99573 6.70105 6.3708 6.09518 5.96438 6.03921 6.26287 6.54921 6.81204 6.96519 6.92249 6.61996 6.08241 5.35684 4.49025 3.52966 2.52206 
1.38492 1.6568 1.91975 2.16485 2.38316 2.56577 2.70373 2.7926 2.84581 2.88128 2.91691 2.97062 3.06032 3.19763 3.36909 3.55492 3.73536 3.89066 4.00104 4.05547 4.07779 4.10056 4.15634 4.27768 4.49715 4.83337 5.24926 5.69378 6.11591 6.46462 6.68888 6.75591 6.70582 6.59695 6.48767 6.43632 6.50125 6.71709 7.02357 7.3367 7.57249 7.64695 7.47608 6.99905 6.24758 5.27657 4.14091 2.89547 1.59515 
1 1.16679 1.33355 1.50028 1.66694 1.83352 2 2.16638 2.33273 2.49917 2.66579 2.8327 3 3.16771 3.33552 3.50304 3.66988 3.83567 4 4.1628 4.32521 4.48868 4.65467 4.82462 5 5.1811 5.36366 5.54225 5.71145 5.86584 6 6.11279 6.22015 6.34232 6.49954 6.71202 7 7.36776 7.75574 8.08846 8.29041 8.28609 8 7.37916 6.46059 5.30385 3.96847 2.51401 1 
0.811454 0.966831 1.12255 1.27897 1.43642 1.59526 1.75583 1.91842 2.0831 2.24987 2.41876 2.58976 2.7629 2.93888 3.12124 3.31423 3.52209 3.74905 3.99937 4.27296 4.55249 4.81628 5.04267 5.20999 5.29658 5.29084 5.22141 5.127 5.0463 5.01802 5.08086 5.2636 5.55524 5.93488 6.38159 6.87444 7.39253 7.90828 8.36755 8.70953 8.87342 8.79842 8.42374 7.70871 6.69328 5.43753 4.00153 2.44537 0.829126 
0.80576 1.02517 1.23834 1.43901 1.62093 1.77787 1.90356 1.99521 2.06375 2.12356 2.18902 2.27452 2.39443 2.56015 2.77119 3.02408 3.31535 3.64152 3.99913 4.37914 4.7503 5.07581 5.31887 5.44267 5.41041 5.20451 4.88439 4.52868 4.21602 4.02505 4.03442 4.29938 4.78168 5.41966 6.15168 6.91611 7.65128 8.29889 8.81386 9.15445 9.27892 9.14551 8.71249 7.95454 6.91212 5.64212 4.20144 2.64698 1.03562 
0.952343 1.28073 1.59197 1.86891 2.09442 2.25134 2.32252 2.29997 2.21226 2.09712 1.99225 1.93538 1.96424 2.10704 2.35405 2.686 3.08367 3.52781 3.99917 4.4742 4.91208 5.26769 5.49589 5.55156 5.38957 4.991 4.44179 3.85412 3.34014 3.01201 2.98189 3.32684 3.98353 4.85351 5.83835 6.83961 7.75884 8.51057 9.06122 9.39015 9.47674 9.30035 8.84037 8.08805 7.08221 5.87355 4.51278 3.0506 1.53772 
1.22063 1.67241 2.0945 2.4572 2.73082 2.88566 2.89203 2.73594 2.46623 2.14744 1.84411 1.62078 1.542 1.65509 1.93848 2.35339 2.86103 3.42263 3.9994 4.55105 5.03128 5.39231 5.58633 5.56554 5.28216 4.71918 3.98283 3.21016 2.53819 2.10396 2.0445 2.4527 3.2449 4.29331 5.47013 6.64754 7.69776 8.51432 9.07616 9.38352 9.43669 9.23593 8.7815 8.08067 7.16866 6.08773 4.88009 3.58799 2.25365 
1.58004 2.13914 2.657 3.0924 3.40409 3.55084 3.49142 3.20635 2.76323 2.25142 1.76027 1.37913 1.19737 1.27981 1.59317 2.07964 2.68143 3.34072 3.99971 4.60256 5.10134 5.45007 5.60278 5.5135 5.13627 4.45794 3.59672 2.70363 1.92971 1.42597 1.34346 1.78366 2.64988 3.79591 5.07553 6.3425 7.45062 8.28113 8.82521 9.10149 9.12862 8.92524 8.51001 7.90381 7.1366 6.24058 5.24795 4.19091 3.10167 
2 2.61982 3.19053 3.66302 3.98816 4.11686 4 3.61443 3.04086 2.38595 1.7564 1.25885 1 1.05672 1.38679 1.91817 2.57885 3.2968 4 4.62164 5.11569 5.44137 5.55785 5.42433 5 4.27618 3.37266 2.44137 1.63421 1.10312 1 1.42643 2.28255 3.41817 4.68309 5.9271 7 7.782 8.27491 8.51095 8.52234 8.34128 8 7.5289 6.95113 6.28802 5.5609 4.79112 4 
2.4542 3.06487 3.62425 4.08105 4.38398 4.48176 4.32309 3.88395 3.24935 2.53157 1.84289 1.29558 1.00192 1.04246 1.37081 1.90887 2.57853 3.30167 4.00019 4.60344 5.07061 5.36838 5.46339 5.32232 4.91183 4.22717 3.37802 2.50264 1.7393 1.22628 1.10184 1.45831 2.20433 3.20257 4.31572 5.40647 6.33751 7.00095 7.40663 7.59383 7.60182 7.46988 7.23726 6.93841 6.5884 6.19746 5.77582 5.33372 4.88138 
2.93339 3.47065 3.95971 4.35237 4.60043 4.65569 4.46995 4.02089 3.38968 2.68339 2.00908 1.4738 1.18461 1.21796 1.52784 2.03763 2.67071 3.35047 4.00027 4.55227 4.97365 5.24034 5.32829 5.21345 4.87175 4.30179 3.59275 2.85649 2.20482 1.74961 1.60267 1.83897 2.38593 3.13407 3.97392 4.79603 5.49092 5.9741 6.26101 6.39206 6.40766 6.34824 6.2542 6.15906 6.06876 5.98233 5.89879 5.81719 5.73655 
3.43255 3.84501 4.21656 4.50632 4.67338 4.67685 4.47583 4.05176 3.47548 2.84018 2.23903 1.76522 1.51192 1.54528 1.82328 2.27684 2.83691 3.43441 4.00028 4.47474 4.83517 5.06826 5.16067 5.09907 4.87014 4.47531 3.975 3.4444 2.95869 2.59307 2.4227 2.49865 2.77538 3.18324 3.65258 4.11374 4.49705 4.75062 4.89351 4.96255 4.99458 5.02641 5.09488 5.22863 5.42359 5.66753 5.9482 6.25336 6.57076 
